Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
GLOB,Globant S.A.,187.48,$7.42B,2014,Technology,EDP Services,https://old.nasdaq.com/symbol/glob,
GL,Globe Life Inc.,96.02,$10.05B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/gl,
GL^C,Globe Life Inc.,26.05,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gl^c,
GMED,"Globus Medical, Inc.",59.92,$5.91B,2012,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/gmed,
GMS,GMS Inc.,31.85,$1.36B,2016,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/gms,
GOAC,GO Acquisition Corp.,9.85,$707.97M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/goac,
GOAC.U,GO Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/goac.u,
GOAC.WS,GO Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/goac.ws,
GDDY,GoDaddy Inc.,79.5,$13.43B,2015,Technology,EDP Services,https://old.nasdaq.com/symbol/gddy,
GOL,Gol Linhas Aereas Inteligentes S.A.,8.68,$1.54B,2004,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/gol,
GFI,Gold Fields Limited,8.72,$7.7B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gfi,
GSBD,"Goldman Sachs BDC, Inc.",18.44,$1.87B,2015,n/a,n/a,https://old.nasdaq.com/symbol/gsbd,
GS,"Goldman Sachs Group, Inc. (The)",235.4,$80.99B,1999,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/gs,
GS^A,"Goldman Sachs Group, Inc. (The)",23.7073,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gs^a,
GS^C,"Goldman Sachs Group, Inc. (The)",24.74,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gs^c,
GS^D,"Goldman Sachs Group, Inc. (The)",24.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gs^d,
GS^J,"Goldman Sachs Group, Inc. (The)",27.1047,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gs^j,
GS^K,"Goldman Sachs Group, Inc. (The)",28.56,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gs^k,
GS^N,"Goldman Sachs Group, Inc. (The)",26.43,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gs^n,
GER,Goldman Sachs MLP Energy Renaissance Fund,7.82,$69.27M,1986,n/a,n/a,https://old.nasdaq.com/symbol/ger,
GRC,Gorman-Rupp Company (The),34.39,$897.65M,n/a,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/grc,
GPX,GP Strategies Corporation,11.84,$203.2M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/gpx,
GGG,Graco Inc.,68.3,$11.44B,n/a,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/ggg,
EAF,GrafTech International Ltd.,7.87,$2.1B,2018,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/eaf,
GHM,Graham Corporation,16.11,$160.73M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ghm,
GHC,Graham Holdings Company,464.05,$2.32B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ghc,
GVA,Granite Construction Incorporated,25.49,$1.19B,n/a,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/gva,
GPMT,Granite Point Mortgage Trust Inc.,9.71,$536.04M,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/gpmt,
GRP.U,Granite Real Estate Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/grp.u,
GPK,Graphic Packaging Holding Company,15.56,$4.21B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/gpk,
GTN,"Gray Television, Inc.",17.95,$1.73B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/gtn,
GTN.A,"Gray Television, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gtn.a,
AJX,Great Ajax Corp.,10.26,$236.33M,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ajx,
AJXA,Great Ajax Corp.,24.74,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ajxa,
GWB,"Great Western Bancorp, Inc.",17.26,$949.54M,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/gwb,
GDOT,Green Dot Corporation,56.02,$3B,2010,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gdot,
GBX,"Greenbrier Companies, Inc. (The)",35.28,$1.16B,1994,Capital Goods,Railroads,https://old.nasdaq.com/symbol/gbx,
GHL,"Greenhill & Co., Inc.",13.69,$259.73M,2004,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ghl,
GHG,GreenTree Hospitality Group Ltd.,12.65,$1.29B,2018,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/ghg,
GEF,"Greif, Inc.",49.79,$2.96B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gef,
GEF.B,"Greif, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gef.b,
GFF,Griffon Corporation,21.18,$1.19B,n/a,Capital Goods,Building Products,https://old.nasdaq.com/symbol/gff,
GPI,"Group 1 Automotive, Inc.",121.39,$2.22B,1997,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/gpi,
GRUB,GrubHub Inc.,70.03,$6.5B,2014,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/grub,
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",104.91,$5.89B,2006,Transportation,Aerospace,https://old.nasdaq.com/symbol/pac,
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",152.77,$4.58B,n/a,Transportation,Aerospace,https://old.nasdaq.com/symbol/asr,
AVAL,Grupo Aval Acciones y Valores S.A.,5.58,$6.22B,2014,Finance,Commercial Banks,https://old.nasdaq.com/symbol/aval,
SUPV,Grupo Supervielle S.A.,2.04,$186.34M,2016,Finance,Commercial Banks,https://old.nasdaq.com/symbol/supv,
TV,Grupo Televisa S.A.,8.23,$4.64B,1993,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tv,
GSAH,GS Acquisition Holdings Corp II,10.37,$972.19M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/gsah,
GSAH.U,GS Acquisition Holdings Corp II,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/gsah.u,
GSAH.WS,GS Acquisition Holdings Corp II,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gsah.ws,
GSX,GSX Techedu Inc.,63.61,$15.17B,2019,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/gsx,
GTT,"GTT Communications, Inc.",4,$235.28M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/gtt,
GES,"Guess?, Inc.",17.23,$1.1B,1996,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ges,
GGM,Guggenheim Credit Allocation Fund,19.05,$172.59M,2013,n/a,n/a,https://old.nasdaq.com/symbol/ggm,
GPM,Guggenheim Enhanced Equity Income Fund,6.34,$306.49M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gpm,
GOF,Guggenheim Strategic Opportunities Fund,18.5,$818.18M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gof,
GBAB,Guggenheim Taxable Municipal Managed Duration Trst,24.17,$453.25M,2010,n/a,n/a,https://old.nasdaq.com/symbol/gbab,
GWRE,"Guidewire Software, Inc.",122.71,$10.28B,2012,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/gwre,
GHLD,Guild Holdings Company,14.58,$874.8M,2020,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/ghld,
HRB,"H&R Block, Inc.",19,$3.67B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/hrb,
FUL,H. B. Fuller Company,53.73,$2.78B,n/a,Basic Industries,Home Furnishings,https://old.nasdaq.com/symbol/ful,
HIGA.U,H.I.G. Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/higa.u,
HAE,Haemonetics Corporation,113.73,$5.77B,1991,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/hae,
HAL,Halliburton Company,17.56,$15.52B,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/hal,
HBB,Hamilton Beach Brands Holding Company,19.67,$269.2M,2017,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/hbb,
HBI,Hanesbrands Inc.,14.43,$5.03B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/hbi,
HNGR,"Hanger, Inc.",23.62,$900.14M,2018,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/hngr,
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",54.62,$4.12B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hasi,
HOG,"Harley-Davidson, Inc.",40.89,$6.27B,n/a,Consumer Non-Durables,Motor Vehicles,https://old.nasdaq.com/symbol/hog,
HMY,Harmony Gold Mining Company Limited,4.24,$2.53B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/hmy,
HSC,Harsco Corporation,18.01,$1.42B,n/a,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/hsc,
HGH,"Hartford Financial Services Group, Inc. (The)",27.69,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hgh,
HIG,"Hartford Financial Services Group, Inc. (The)",45.83,$16.42B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hig,
HIG^G,"Hartford Financial Services Group, Inc. (The)",28.54,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hig^g,
HVT,"Haverty Furniture Companies, Inc.",28.22,$513.93M,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/hvt,
HVT.A,"Haverty Furniture Companies, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hvt.a,
HE,"Hawaiian Electric Industries, Inc.",36.54,$3.99B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/he,
HCHC,"HC2 Holdings, Inc.",3.27,$154.85M,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/hchc,
HCA,"HCA Healthcare, Inc.",153.05,$51.79B,2011,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/hca,
HCI,"HCI Group, Inc.",52.84,$421.77M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hci,
HDB,HDFC Bank Limited,67.82,$124.46B,2001,Finance,Commercial Banks,https://old.nasdaq.com/symbol/hdb,
HR,Healthcare Realty Trust Incorporated,30.25,$4.12B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hr,
HTA,"Healthcare Trust of America, Inc.",26.39,$5.77B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hta,
PEAK,"Healthpeak Properties, Inc.",29.88,$16.09B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/peak,
HL,Hecla Mining Company,4.79,$2.54B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/hl,
HL^B,Hecla Mining Company,54.25,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/hl^b,
HEI,Heico Corporation,127.06,$17.15B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/hei,
HEI.A,Heico Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hei.a,
HLX,"Helix Energy Solutions Group, Inc.",4.13,$620.16M,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/hlx,
HP,"Helmerich & Payne, Inc.",23.75,$2.56B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/hp,
HLF,Herbalife Nutrition Ltd.,49.21,$5.98B,2004,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/hlf,
HRI,Herc Holdings Inc.,59.7,$1.74B,2016,n/a,n/a,https://old.nasdaq.com/symbol/hri,
HCXY,"Hercules Capital, Inc.",26.88,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/hcxy,
HCXZ,"Hercules Capital, Inc.",25.65,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/hcxz,
HTGC,"Hercules Capital, Inc.",13.61,$1.56B,2012,n/a,n/a,https://old.nasdaq.com/symbol/htgc,
HRTG,"Heritage Insurance Holdings, Inc.",10.53,$295.46M,2014,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hrtg,
HT,Hersha Hospitality Trust,8.56,$332.5M,1999,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ht,
HT^C,Hersha Hospitality Trust,18.55,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ht^c,
HT^D,Hersha Hospitality Trust,18.7,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ht^d,
HT^E,Hersha Hospitality Trust,18.71,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ht^e,
HSY,Hershey Company (The),148.05,$30.82B,n/a,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/hsy,
HES,Hess Corporation,50.77,$15.59B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/hes,
HESM,Hess Midstream LP,18.38,$331.36M,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/hesm,
HPE,Hewlett Packard Enterprise Company,11.22,$14.43B,2015,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/hpe,
HXL,Hexcel Corporation,51.9,$4.34B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/hxl,
HEXO,HEXO Corp.,0.8653,$418.33M,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/hexo,
PCF,High Income Securities Fund,8.13,$45.24M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcf,
HGLB,Highland Global Allocation Fund,6.1,$137.26M,2019,n/a,n/a,https://old.nasdaq.com/symbol/hglb,
HFRO,Highland Income Fund,8.97,$640.54M,2017,n/a,n/a,https://old.nasdaq.com/symbol/hfro,
HFRO^A,Highland Income Fund,26.05,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hfro^a,
HPR,HighPoint Resources Corporation,10.94,$47.1M,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/hpr,
HIW,"Highwoods Properties, Inc.",38.87,$4.04B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hiw,
HIL,"Hill International, Inc.",1.87,$105.15M,2018,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/hil,
HI,Hillenbrand Inc,38.65,$2.89B,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/hi,
HRC,Hill-Rom Holdings Inc,95.7,$6.39B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/hrc,
HTH,Hilltop Holdings Inc.,24.89,$2.25B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/hth,
HGV,Hilton Grand Vacations Inc.,28.5,$2.43B,2016,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/hgv,
HLT,Hilton Worldwide Holdings Inc.,104.41,$28.97B,2016,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/hlt,
HNI,HNI Corporation,38.06,$1.63B,n/a,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/hni,
HMLP,Hoegh LNG Partners LP,14.24,$474.16M,2014,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/hmlp,
HMLP^A,Hoegh LNG Partners LP,24.994,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hmlp^a,
HEP,"Holly Energy Partners, L.P.",13.87,$1.46B,2004,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/hep,
HFC,HollyFrontier Corporation,24.93,$4.04B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/hfc,
HD,"Home Depot, Inc. (The)",275.99,$297.13B,n/a,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/hd,
HMC,"Honda Motor Company, Ltd.",28.75,$49.64B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/hmc,
HON,Honeywell International Inc.,209.41,$146.94B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/hon,
HMN,Horace Mann Educators Corporation,40.99,$1.7B,1991,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hmn,
HZAC,Horizon Acquisition Corporation,10.1,$686.78M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/hzac,
HZAC.U,Horizon Acquisition Corporation,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/hzac.u,
HZAC.WS,Horizon Acquisition Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hzac.ws,
HZON.U,Horizon Acquisition Corporation II,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/hzon.u,
HZN,Horizon Global Corporation,7.6,$199.27M,2015,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/hzn,
HTFA,Horizon Technology Finance Corporation,25.57,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/htfa,
HRL,Hormel Foods Corporation,47.2,$25.47B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/hrl,
HLI,"Houlihan Lokey, Inc.",65,$4.51B,2015,Finance,Investment Managers,https://old.nasdaq.com/symbol/hli,
HOV,Hovnanian Enterprises Inc,40.58,$249.25M,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/hov,
HHC,Howard Hughes Corporation (The),73.51,$4.04B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hhc,
HWM,Howmet Aerospace Inc.,24.6,$10.67B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/hwm,
HPQ,HP Inc.,22.27,$30.59B,n/a,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/hpq,
HPX,HPX Corp.,9.82,$310.56M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/hpx,
HPX.U,HPX Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/hpx.u,
HPX.WS,HPX Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hpx.ws,
HSBC,HSBC Holdings plc,26.89,$109.54B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/hsbc,
HSBC^A,HSBC Holdings plc,26.07,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hsbc^a,
HMI,Huami Corporation,12.32,$763.22M,2018,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/hmi,
HNP,"Huaneng Power International, Inc.",15.94,$6.26B,1994,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/hnp,
HUBB,Hubbell Inc,162.23,$8.8B,2015,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/hubb,
HUBS,"HubSpot, Inc.",396.83,$18.21B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/hubs,
HBM,Hudbay Minerals Inc.,6.49,$1.7B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/hbm,
HUD,Hudson Ltd.,7.7,$711.77M,2018,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/hud,
HPP,"Hudson Pacific Properties, Inc.",26.87,$4.09B,2010,Finance,Real Estate,https://old.nasdaq.com/symbol/hpp,
HUM,Humana Inc.,406.49,$53.8B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/hum,
HCFT,"Hunt Companies Finance Trust, Inc.",3.1197,$77.82M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hcft,
HII,"Huntington Ingalls Industries, Inc.",164.53,$6.66B,n/a,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/hii,
HUN,Huntsman Corporation,25.57,$5.65B,2005,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/hun,
HUYA,HUYA Inc.,21.49,$5.06B,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/huya,
H,Hyatt Hotels Corporation,73.53,$7.44B,2009,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/h,
HYLN,Hyliion Holdings Corp.,24.49,$3.77B,2019,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/hyln,
HYLN.WS,Hyliion Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hyln.ws,
HY,"Hyster-Yale Materials Handling, Inc.",57.39,$964.46M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/hy,
IAA,"IAA, Inc.",59.98,$8.07B,2019,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/iaa,
IAG,Iamgold Corporation,3.34,$1.58B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/iag,
IBN,ICICI Bank Limited,13,$44.85B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ibn,
ICL,ICL Group Ltd.,4.77,$6.11B,2014,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/icl,
IDA,"IDACORP, Inc.",92.08,$4.65B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ida,
IEX,IDEX Corporation,192.36,$14.56B,1989,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/iex,
IDT,IDT Corporation,13.21,$336.54M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/idt,
INFO,IHS Markit Ltd.,92.58,$36.88B,1996,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/info,
IH,iHuman Inc.,28.91,$1.51B,2020,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ih,
ITW,Illinois Tool Works Inc.,212.23,$67.18B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itw,
IMAX,Imax Corporation,15.48,$911.17M,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/imax,
ICD,"Independence Contract Drilling, Inc.",3.38,$20.87M,2014,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/icd,
IHC,Independence Holding Company,40.82,$597.52M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/ihc,
IRT,"Independence Realty Trust, Inc.",12.86,$1.22B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/irt,
IFN,"India Fund, Inc. (The)",18.6,$500.43M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ifn,
IBA,"Industrias Bachoco, S.A. de C.V.",41.55,$2.08B,1997,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/iba,
INFY,Infosys Limited,14.92,$63.3B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/infy,
ING,"ING Group, N.V.",10.02,$39.08B,1997,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ing,
IR,Ingersoll Rand Inc.,44.8,$18.71B,2017,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ir,
NGVT,Ingevity Corporation,68.45,$2.83B,2016,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ngvt,
INGR,Ingredion Incorporated,79.95,$5.36B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ingr,
IIPR,"Innovative Industrial Properties, Inc.",156.79,$3.48B,2016,Finance,Real Estate,https://old.nasdaq.com/symbol/iipr,
IIPR^A,"Innovative Industrial Properties, Inc.",31.9,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iipr^a,
INSI,Insight Select Income Fund,21.39,$229.09M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/insi,
NSP,"Insperity, Inc.",88.47,$3.39B,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/nsp,
INSP,"Inspire Medical Systems, Inc.",184.99,$4.98B,1998,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/insp,
IBP,"Installed Building Products, Inc.",100.9,$3.01B,2014,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/ibp,
ITGR,Integer Holdings Corporation,72.69,$2.39B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itgr,
ICE,Intercontinental Exchange Inc.,104.99,$58.93B,2005,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ice,
IHG,Intercontinental Hotels Group,63.45,$11.59B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/ihg,
IFS,Intercorp Financial Services Inc.,30.48,$3.52B,2019,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ifs,
IBM,International Business Machines Corporation,124.35,$110.8B,n/a,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/ibm,
IFF,"International Flavors & Fragrances, Inc.",112.87,$12.07B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/iff,
IFFT,"International Flavors & Fragrances, Inc.",41.78,n/a,2018,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ifft,
IGT,International Game Technology,13.23,$2.71B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/igt,
IP,International Paper Company,50.69,$19.93B,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/ip,
INSW,"International Seaways, Inc.",17.76,$497.01M,2016,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/insw,
INSW^A,"International Seaways, Inc.",25.64,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/insw^a,
IPV,InterPrivate Acquisition Corp.,10.87,$337.57M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ipv,
IPV.U,InterPrivate Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipv.u,
IPV.WS,InterPrivate Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ipv.ws,
IPG,"Interpublic Group of Companies, Inc. (The)",22.8,$8.89B,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/ipg,
IPI,"Intrepid Potash, Inc",13.93,$185.19M,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/ipi,
IVC,Invacare Corporation,8.8,$302.88M,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ivc,
VBF,Invesco Bond Fund,20.59,$234.45M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vbf,
VCV,Invesco California Value Municipal Income Trust,12.79,$612.2M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vcv,
VTA,Invesco Credit Opportunities Fund,10.25,$645.55M,2007,n/a,n/a,https://old.nasdaq.com/symbol/vta,
IHIT,Invesco High Income 2023 Target Term Fund,8.27,$198.96M,2016,n/a,n/a,https://old.nasdaq.com/symbol/ihit,
